법정동,행정기관코드,법정동코드
직산리,4790036000,4790036047
황지리,4790036000,4790036048
월포리,4790036000,4790036049
종산리,4790036000,4790036050
내신리,4790036000,4790036051
담암리,4790036000,4790036052
유천면,4790037000,4790037000
화지리,4790037000,4790037041
고산리,4790037000,4790037042
성평리,4790037000,4790037043
광전리,4790037000,4790037044
손기리,4790037000,4790037045
수심리,4790037000,4790037046
송전리,4790037000,4790037047
중평리,4790037000,4790037048
죽안리,4790037000,4790037049
마천리,4790037000,4790037050
화전리,4790037000,4790037051
사곡리,4790037000,4790037052
고림리,4790037000,4790037053
송지리,4790037000,4790037054
율현리,4790037000,4790037055
연천리,4790037000,4790037056
용암리,4790037000,4790037057
초적리,4790037000,4790037058
매산리,4790037000,4790037059
가리,4790037000,4790037060
용궁면,4790038000,4790038000
읍부리,4790038000,4790038021
금남리,4790038000,4790038022
가야리,4790038000,4790038023
무이리,4790038000,4790038024
향석리,4790038000,4790038025
대은리,4790038000,4790038026
무지리,4790038000,4790038027
산택리,4790038000,4790038028
월오리,4790038000,4790038029
송암리,4790038000,4790038030
덕계리,4790038000,4790038031
개포면,4790039000,4790039000
금리,4790039000,4790039021
경진리,4790039000,4790039022
동송리,4790039000,4790039023
이사리,4790039000,4790039024
우감리,4790039000,4790039025
신음리,4790039000,4790039026
가곡리,4790039000,4790039027
황산리,4790039000,4790039028
장송리,4790039000,4790039029
입암리,4790039000,4790039030
갈마리,4790039000,4790039031
풍정리,4790039000,4790039032
지보면,4790040000,4790040000
소화리,4790040000,4790040021
마전리,4790040000,4790040022
지보리,4790040000,4790040023
도화리,4790040000,4790040024
신풍리,4790040000,4790040025
대죽리,4790040000,4790040026
암천리,4790040000,4790040027
어신리,4790040000,4790040028
송평리,4790040000,4790040029
수월리,4790040000,4790040030
상월리,4790040000,4790040031
만화리,4790040000,4790040032
매창리,4790040000,4790040033
도장리,4790040000,4790040034
마산리,4790040000,4790040035
풍양면,4790041000,4790041000
우망리,4790041000,4790041021
청곡리,4790041000,4790041022
흔효리,4790041000,4790041023
흥천리,4790041000,4790041024
청운리,4790041000,4790041025
하풍리,4790041000,4790041026
삼강리,4790041000,4790041027
오지리,4790041000,4790041028
풍신리,4790041000,4790041036
괴당리,4790041000,4790041037
고산리,4790041000,4790041038
공덕리,4790041000,4790041039
낙상리,4790041000,4790041040
와룡리,4790041000,4790041041
효갈리,4790041000,4790041042
효자면,4790042000,4790042000
도촌리,4790042000,4790042021
사곡리,4790042000,4790042022
명봉리,4790042000,4790042023
용두리,4790042000,4790042024
두성리,4790042000,4790042025
백석리,4790042000,4790042026
초항리,4790042000,4790042027
고항리,4790042000,4790042028
석묘리,4790042000,4790042029
보곡리,4790042000,4790042030
은풍면,4790043000,4790043000
우곡리,4790043000,4790043021
탑리,4790043000,4790043022
동사리,4790043000,4790043023
은산리,4790043000,4790043024
송월리,4790043000,4790043025
금곡리,4790043000,4790043026
오류리,4790043000,4790043027
율곡리,4790043000,4790043028
부초리,4790043000,4790043029
시항리,4790043000,4790043030
봉화군,4792000000,4792000000
봉화읍,4792025000,4792025000
삼계리,4792025000,4792025022
유곡리,4792025000,4792025023
거촌리,4792025000,4792025024
석평리,4792025000,4792025025
해저리,4792025000,4792025026
적덕리,4792025000,4792025027
화천리,4792025000,4792025028
도촌리,4792025000,4792025029
문단리,4792025000,4792025030
내성리,4792025000,4792025031
물야면,4792031000,4792031000
오록리,4792031000,4792031021
가평리,4792031000,4792031022
개단리,4792031000,4792031023
오전리,4792031000,4792031024
압동리,4792031000,4792031025
두문리,4792031000,4792031026
수식리,4792031000,4792031027
북지리,4792031000,4792031028
봉성면,4792032000,4792032000
봉성리,4792032000,4792032021
외삼리,4792032000,4792032023
창평리,4792032000,4792032024
동양리,4792032000,4792032025
금봉리,4792032000,4792032026
우곡리,4792032000,4792032027
봉양리,4792032000,4792032028
법전면,4792033000,4792033000
법전리,4792033000,4792033021
풍정리,4792033000,4792033022
척곡리,4792033000,4792033023
소천리,4792033000,4792033024
눌산리,4792033000,4792033025
어지리,4792033000,4792033026
소지리,4792033000,4792033027
춘양면,4792034000,4792034000
의양리,4792034000,4792034021
학산리,4792034000,4792034022
서동리,4792034000,4792034023
석현리,4792034000,4792034024
애당리,4792034000,4792034025
도심리,4792034000,4792034026
서벽리,4792034000,4792034027
우구치리,4792034000,4792034028
소로리,4792034000,4792034029
소천면,4792035000,4792035000
현동리,4792035000,4792035021
고선리,4792035000,4792035022
임기리,4792035000,4792035023
두음리,4792035000,4792035024
서천리,4792035000,4792035025
남회룡리,4792035000,4792035026
분천리,4792035000,4792035027
재산면,4792036000,4792036000
현동리,4792036000,4792036021
남면리,4792036000,4792036022
동면리,4792036000,4792036023
갈산리,4792036000,4792036024
상리,4792036000,4792036025
명호면,4792037000,4792037000
도천리,4792037000,4792037021
삼동리,4792037000,4792037022
양곡리,4792037000,4792037023
고감리,4792037000,4792037024
풍호리,4792037000,4792037025
고계리,4792037000,4792037026
북곡리,4792037000,4792037027
관창리,4792037000,4792037028
상운면,4792038000,4792038000
가곡리,4792038000,4792038021
운계리,4792038000,4792038022
문촌리,4792038000,4792038023
하눌리,4792038000,4792038024
토일리,4792038000,4792038025
구천리,4792038000,4792038026
설매리,4792038000,4792038027
신라리,4792038000,4792038028
석포면,4792039000,4792039000
석포리,4792039000,4792039021
대현리,4792039000,4792039022
승부리,4792039000,4792039023
울진군,4793000000,4793000000
울진읍,4793025000,4793025000
읍내리,4793025000,4793025021
읍남리,4793025000,4793025022
연지리,4793025000,4793025023
온양리,4793025000,4793025024
명도리,4793025000,4793025025
고성리,4793025000,4793025026
정림리,4793025000,4793025027
신림리,4793025000,4793025028
대흥리,4793025000,4793025029
호월리,4793025000,4793025030
평해읍,4793025300,4793025300
평해리,4793025300,4793025321
학곡리,4793025300,4793025322
삼달리,4793025300,4793025323
오곡리,4793025300,4793025324
월송리,4793025300,4793025325
직산리,4793025300,4793025326
거일리,4793025300,4793025327
북면,4793031000,4793031000
부구리,4793031000,4793031021
나곡리,4793031000,4793031022
검성리,4793031000,4793031023
주인리,4793031000,4793031024
덕구리,4793031000,4793031025
상당리,4793031000,4793031026
두천리,4793031000,4793031027
하당리,4793031000,4793031028
사계리,4793031000,4793031029
소곡리,4793031000,4793031030
고목리,4793031000,4793031031
신화리,4793031000,4793031032
덕천리,4793031000,4793031033
울진군,4793031500,4793000000
근남면,4793033000,4793033000
노음리,4793033000,4793033021
수산리,4793033000,4793033022
행곡리,4793033000,4793033023
수곡리,4793033000,4793033024
구산리,4793033000,4793033025
진복리,4793033000,4793033026
산포리,4793033000,4793033027
기성면,4793035000,4793035000
척산리,4793035000,4793035021
기성리,4793035000,4793035022
사동리,4793035000,4793035023
망양리,4793035000,4793035024
삼산리,4793035000,4793035025
방율리,4793035000,4793035026
이평리,4793035000,4793035027
다천리,4793035000,4793035028
정명리,4793035000,4793035029
황보리,4793035000,4793035030
구산리,4793035000,4793035031
봉산리,4793035000,4793035032
온정면,4793036000,4793036000
소태리,4793036000,4793036021
온정리,4793036000,4793036022
조금리,4793036000,4793036023
덕산리,4793036000,4793036024
덕인리,4793036000,4793036025
금천리,4793036000,4793036026
광품리,4793036000,4793036027
선구리,4793036000,4793036028
외선미리,4793036000,4793036029
죽변면,4793037000,4793037000
죽변리,4793037000,4793037021
후정리,4793037000,4793037022
화성리,4793037000,4793037023
봉평리,4793037000,4793037024
후포면,4793038000,4793038000
후포리,4793038000,4793038021
삼율리,4793038000,4793038022
금음리,4793038000,4793038023
금강송면,4793039000,4793039000
삼근리,4793039000,4793039021
하원리,4793039000,4793039022
왕피리,4793039000,4793039023
쌍전리,4793039000,4793039024
소광리,4793039000,4793039025
전곡리,4793039000,4793039026
광회리,4793039000,4793039027
매화면,4793040000,4793040000
매화리,4793040000,4793040021
금매리,4793040000,4793040022
오산리,4793040000,4793040023
덕신리,4793040000,4793040024
신흥리,4793040000,4793040025
기양리,4793040000,4793040026
갈면리,4793040000,4793040027
길곡리,4793040000,4793040028
울릉군,4794000000,4794000000
울릉읍,4794025000,4794025000
도동리,4794025000,4794025024
저동리,4794025000,4794025025
사동리,4794025000,4794025026
독도리,4794025000,4794025027
서면,4794031000,4794031000
남양리,4794031000,4794031024
남서리,4794031000,4794031025
태하리,4794031000,4794031026
울릉군,4794031500,4794000000
북면,4794032000,4794032000
천부리,4794032000,4794032024
나리,4794032000,4794032025
현포리,4794032000,4794032026
경상남도,4800000000,4800000000
창원시,4812000000,4812000000
창원시 의창구,4812100000,4812100000
동읍,4812125000,4812125000
용강리,4812125000,4812125021
용전리,4812125000,4812125022
남산리,4812125000,4812125023
덕천리,4812125000,4812125024
덕산리,4812125000,4812125025
봉산리,4812125000,4812125026
송정리,4812125000,4812125027
용정리,4812125000,4812125028
단계리,4812125000,4812125029
무성리,4812125000,4812125030
무점리,4812125000,4812125031
용잠리,4812125000,4812125032
신방리,4812125000,4812125033
다호리,4812125000,4812125034
월잠리,4812125000,4812125035
화양리,4812125000,4812125036
석산리,4812125000,4812125037
금산리,4812125000,4812125038
봉곡리,4812125000,4812125039
봉강리,4812125000,4812125040
본포리,4812125000,4812125041
노연리,4812125000,4812125042
산남리,4812125000,4812125043
죽동리,4812125000,4812125044
북면,4812131000,4812131000
지개리,4812131000,4812131021
고암리,4812131000,4812131022
대산리,4812131000,4812131023
월촌리,4812131000,4812131024
월백리,4812131000,4812131025
화천리,4812131000,4812131026
외감리,4812131000,4812131027
감계리,4812131000,4812131028
동전리,4812131000,4812131029
무동리,4812131000,4812131030
무곡리,4812131000,4812131031
내곡리,4812131000,4812131032
상천리,4812131000,4812131033
하천리,4812131000,4812131034
외산리,4812131000,4812131035
신촌리,4812131000,4812131036
마산리,4812131000,4812131037
월계리,4812131000,4812131038
대산면,4812132000,4812132000
갈전리,4812132000,4812132021
일동리,4812132000,4812132022
모산리,4812132000,4812132023
가술리,4812132000,4812132024
제동리,4812132000,4812132025
우암리,4812132000,4812132026
북부리,4812132000,4812132027
유등리,4812132000,4812132028
대방리,4812132000,4812132029
북동,4812151000,4812110100
중동,4812151000,4812110200
서상동,4812151000,4812110300
소답동,4812151000,4812110400
도계동,4812151000,4812110500
동정동,4812151000,4812110600
소계동,4812151000,4812110700
덕정동,4812152000,4812111200
반계동,4812152000,4812111900
사화동,4812152000,4812112000
차용동,4812152000,4812112100
내리동,4812152000,4812112200
팔용동,4812152000,4812112900
도계동,4812153000,4812110500
서곡동,4812153000,4812111400
명곡동,4812153000,4812111800
명서동,4812153000,4812112400
용동,4812154000,4812110800
지귀동,4812154000,4812111300
봉림동,4812154000,4812111600
퇴촌동,4812154000,4812111700
사림동,4812154000,4812112500
봉곡동,4812154000,4812112700
창원시 성산구,4812300000,4812300000
반송동,4812351000,4812311900
반지동,4812351000,4812312400
반림동,4812351000,4812312600
퇴촌동,4812351000,4812314100
반송동,4812351500,4812311900
용지동,4812351500,4812313400
용호동,4812351500,4812313500
신월동,4812351500,4812313600
외동,4812352000,4812310400
내동,4812352000,4812311100
중앙동,4812352000,4812312500
상남동,4812352000,4812312700
대원동,4812352000,4812313700
두대동,4812352000,4812313800
삼동동,4812352000,4812313900
덕정동,4812352000,4812314000
가음정동,4812353000,4812310300
상남동,4812353000,4812312700
토월동,4812354000,4812310100
사파정동,4812354000,4812310200
대방동,4812354000,4812310500
남산동,4812354000,4812310600
사파동,4812354000,4812313000
가음정동,4812355000,4812310300
대방동,4812355000,4812310500
가음동,4812355000,4812313100
남양동,4812355000,4812313300
남산동,4812356000,4812310600
삼정자동,4812356000,4812310700
천선동,4812356000,4812310800
불모산동,4812356000,4812310900
안민동,4812356000,4812311000
성주동,4812356000,4812312800
남지동,4812357000,4812311200
상복동,4812357000,4812311300
완암동,4812357000,4812311400
창곡동,4812357000,4812311500
월림동,4812357000,4812311600
적현동,4812357000,4812311700
양곡동,4812357000,4812311800
귀산동,4812357000,4812312000
귀곡동,4812357000,4812312100
귀현동,4812357000,4812312200
신촌동,4812357000,4812312300
웅남동,4812357000,4812312900
성산동,4812357000,4812313200
창원시 마산합포구,4812500000,4812500000
구산면,4812531000,4812531000
유산리,4812531000,4812531021
마전리,4812531000,4812531022
석곡리,4812531000,4812531023
수정리,4812531000,4812531024
내포리,4812531000,4812531025
옥계리,4812531000,4812531026
반동리,4812531000,4812531027
구복리,4812531000,4812531028
심리,4812531000,4812531029
난포리,4812531000,4812531030
진동면,4812532000,4812532000
고현리,4812532000,4812532021
신기리,4812532000,4812532022
사동리,4812532000,4812532023
진동리,4812532000,4812532024
요장리,4812532000,4812532025
다구리,4812532000,4812532026
교동리,4812532000,4812532027
인곡리,4812532000,4812532028
태봉리,4812532000,4812532029
동전리,4812532000,4812532030
진북면,4812533000,4812533000
지산리,4812533000,4812533021
예곡리,4812533000,4812533022
인곡리,4812533000,4812533023
대평리,4812533000,4812533024
이목리,4812533000,4812533025
금산리,4812533000,4812533026
영학리,4812533000,4812533027
부산리,4812533000,4812533028
덕곡리,4812533000,4812533029
신촌리,4812533000,4812533030
망곡리,4812533000,4812533031
부평리,4812533000,4812533032
추곡리,4812533000,4812533033
대티리,4812533000,4812533034
정현리,4812533000,4812533035
진전면,4812534000,4812534000
율티리,4812534000,4812534021
근곡리,4812534000,4812534022
임곡리,4812534000,4812534023
봉곡리,4812534000,4812534024
곡안리,4812534000,4812534025
동산리,4812534000,4812534026
양촌리,4812534000,4812534027
봉암리,4812534000,4812534028
일암리,4812534000,4812534029
오서리,4812534000,4812534030
이명리,4812534000,4812534031
창포리,4812534000,4812534032
시락리,4812534000,4812534033
평암리,4812534000,4812534034
금암리,4812534000,4812534035
고사리,4812534000,4812534036
여양리,4812534000,4812534037
덕동동,4812551000,4812511000
예곡동,4812551000,4812513600
우산동,4812551000,4812513800
현동,4812551000,4812515900
가포동,4812552000,4812510100
대내동,4812553000,4812510500
월영동,4812553000,4812513400
해운동,4812553000,4812515800
대외동,4812554000,4812510800
대창동,4812554000,4812510900
두월동1가,4812554000,4812511200
두월동2가,4812554000,4812511300
두월동3가,4812554000,4812511400
문화동,4812554000,4812511500
신창동,4812554000,4812512400
월남동1가,4812554000,4812512900
월남동2가,4812554000,4812513000
월남동3가,4812554000,4812513100
월남동4가,4812554000,4812513200
월남동5가,4812554000,4812513300
월영동,4812554000,4812513400
유록동,4812554000,4812513900
창포동1가,4812554000,4812515100
창포동2가,4812554000,4812515200
창포동3가,4812554000,4812515300
청계동,4812554000,4812515400
평화동,4812554000,4812515600
화영동,4812554000,4812515700
홍문동,4812554000,4812516000
대성동1가,4812556500,4812510600
대성동2가,4812556500,4812510700
반월동,4812556500,4812511600
신월동,4812556500,4812512300
신흥동,4812556500,4812512700
완월동,4812556500,4812512800
월포동,4812556500,4812513500
장군동1가,4812556500,4812514100
장군동2가,4812556500,4812514200
장군동3가,4812556500,4812514300
중앙동1가,4812556500,4812514700
중앙동2가,4812556500,4812514800
중앙동3가,4812556500,4812514900
완월동,4812557000,4812512800
장군동3가,4812557000,4812514300
장군동4가,4812557000,4812514400
장군동5가,4812557000,4812514500
중앙동3가,4812557000,4812514900
교방동,4812558000,4812510200
자산동,4812558000,4812514000
교방동,4812561000,4812510200
교원동,4812561000,4812510300
상남동,4812561000,4812511900
남성동,4812563000,4812510400
동성동,4812563000,4812511100
부림동,4812563000,4812511700
서성동,4812563000,4812512000
성호동,4812563000,4812512100
수성동,4812563000,4812512200
신포동1가,4812563000,4812512500
신포동2가,4812563000,4812512600
오동동,4812563000,4812513700
중성동,4812563000,4812514600
창동,4812563000,4812515000
추산동,4812563000,4812515500
산호동,4812564000,4812511800
상남동,4812564000,4812511900
산호동,4812565000,4812511800
창원시 마산회원구,4812700000,4812700000
내서읍,4812725000,4812725000
안성리,4812725000,4812725021
평성리,4812725000,4812725022
호계리,4812725000,4812725023
용담리,4812725000,4812725024
중리,4812725000,4812725025
상곡리,4812725000,4812725026
원계리,4812725000,4812725027
삼계리,4812725000,4812725028
신감리,4812725000,4812725029
감천리,4812725000,4812725030
석전동,4812751000,4812710400
회원동,4812751000,4812710800
회원동,4812752000,4812710800
석전동,4812754500,4812710400
합성동,4812754500,4812710600
두척동,4812755000,4812710200
회성동,4812755000,4812710700
양덕동,4812756000,4812710500
봉암동,4812757000,4812710300
양덕동,4812757000,4812710500
합성동,4812758000,4812710600
합성동,4812759000,4812710600
구암동,4812760000,4812710100
구암동,4812761000,4812710100
봉암동,4812762000,4812710300
양덕동,4812762000,4812710500
창원시 진해구,4812900000,4812900000
동상동,4812953000,4812910100
도천동,4812953000,4812910200
도만동,4812953000,4812910300
신흥동,4812953000,4812910400
현동,4812953000,4812910500
비봉동,4812953000,4812910600
태평동,4812953000,4812910700
충의동,4812953000,4812910800
무송동,4812953000,4812910900
인의동,4812953000,4812911000
숭인동,4812953000,4812911100
대영동,4812953000,4812911200
남빈동,4812953000,4812911300
앵곡동,4812953000,4812911400
제황산동,4812953000,4812911500
속천동,4812953000,4812911600
대죽동,4812953000,4812911700
안곡동,4812953000,4812911800
수송동,4812953000,4812911900
회현동,4812953000,4812912000
익선동,4812953000,4812912100
창선동,4812953000,4812912200
대천동,4812953000,4812912300
광화동,4812953000,4812912400
통신동,4812953000,4812912500
중앙동,4812953000,4812912600
부흥동,4812953000,4812912700
중평동,4812953000,4812912800
근화동,4812953000,4812912900
송죽동,4812953000,4812913000
화천동,4812953000,4812913100
송학동,4812953000,4812913200
대흥동,4812953000,4812913300
평안동,4812953000,4812913400
충무동,4812953000,4812913500
인사동,4812953000,4812913600
현동,4812954000,4812910500
여좌동,4812954000,4812913700
태백동,4812954000,4812913800
여좌동,4812955000,4812913700
태백동,4812955000,4812913800
경화동,4812955000,4812913900
태백동,4812956000,4812913800
경화동,4812956000,4812913900
경화동,4812957000,4812913900
석동,4812957000,4812914000
이동,4812957000,4812914100
석동,4812958000,4812914000
이동,4812958000,4812914100
석동,4812959000,4812914000
이동,4812959000,4812914100
자은동,4812959000,4812914200
덕산동,4812959000,4812914300
자은동,4812960000,4812914200
덕산동,4812960000,4812914300
자은동,4812961000,4812914200
덕산동,4812961000,4812914300
풍호동,4812961000,4812914400
풍호동,4812962000,4812914400
장천동,4812962000,4812914500
행암동,4812962000,4812914600
원포동,4812962000,4812915600
북부동,4812963000,4812914700
성내동,4812963000,4812914800
서중동,4812963000,4812914900
남문동,4812963000,4812915000
제덕동,4812963000,4812915100
수도동,4812963000,4812915200
연도동,4812963000,4812915300
명동,4812963000,4812915400
죽곡동,4812963000,4812915500
원포동,4812963000,4812915600
남양동,4812964000,4812915700
마천동,4812964000,4812915800
소사동,4812964000,4812915900
대장동,4812964000,4812916000
두동,4812964000,4812916100
청안동,4812965000,4812916200
안골동,4812965000,4812916300
용원동,4812965000,4812916400
가주동,4812965000,4812916500
진주시,4817000000,4817000000
문산읍,4817025000,4817025000
상문리,4817025000,4817025021
소문리,4817025000,4817025022
삼곡리,4817025000,4817025023
이곡리,4817025000,4817025024
안전리,4817025000,4817025026
옥산리,4817025000,4817025027
갈곡리,4817025000,4817025029
두산리,4817025000,4817025030
내동면,4817031000,4817031000
독산리,4817031000,4817031021
신율리,4817031000,4817031022
삼계리,4817031000,4817031023
유수리,4817031000,4817031024
내평리,4817031000,4817031025
정촌면,4817032000,4817032000
화개리,4817032000,4817032021
관봉리,4817032000,4817032022
소곡리,4817032000,4817032023
예상리,4817032000,4817032024
예하리,4817032000,4817032025
대축리,4817032000,4817032026
금곡면,4817033000,4817033000
검암리,4817033000,4817033021
가봉리,4817033000,4817033022
송곡리,4817033000,4817033023
정자리,4817033000,4817033024
인담리,4817033000,4817033025
동례리,4817033000,4817033026
두문리,4817033000,4817033027
죽곡리,4817033000,4817033028
성산리,4817033000,4817033029
진성면,4817035000,4817035000
상촌리,4817035000,4817035021
대사리,4817035000,4817035023
온수리,4817035000,4817035024
천곡리,4817035000,4817035025
가진리,4817035000,4817035027
구천리,4817035000,4817035028
동산리,4817035000,4817035029
일반성면,4817036000,4817036000
창촌리,4817036000,4817036021
가선리,4817036000,4817036022
개암리,4817036000,4817036023
답천리,4817036000,4817036024
운천리,4817036000,4817036025
남산리,4817036000,4817036026
이반성면,4817037000,4817037000
장안리,4817037000,4817037021
평촌리,4817037000,4817037022
하곡리,4817037000,4817037023
용암리,4817037000,4817037024
가산리,4817037000,4817037025
대천리,4817037000,4817037026
길성리,4817037000,4817037027
발산리,4817037000,4817037028
사봉면,4817038000,4817038000
마성리,4817038000,4817038021
방촌리,4817038000,4817038022
무촌리,4817038000,4817038023
사곡리,4817038000,4817038024
봉곡리,4817038000,4817038025
부계리,4817038000,4817038026
지수면,4817039000,4817039000
청원리,4817039000,4817039022
금곡리,4817039000,4817039023
압사리,4817039000,4817039024
용봉리,4817039000,4817039025
청담리,4817039000,4817039026
승산리,4817039000,4817039027
대곡면,4817040000,4817040000
설매리,4817040000,4817040021
광석리,4817040000,4817040022
유곡리,4817040000,4817040023
단목리,4817040000,4817040024
월아리,4817040000,4817040025
와룡리,4817040000,4817040026
가정리,4817040000,4817040027
덕곡리,4817040000,4817040028
마진리,4817040000,4817040029
대곡리,4817040000,4817040030
월암리,4817040000,4817040031
용암리,4817040000,4817040032
금산면,4817041000,4817041000
가방리,4817041000,4817041021
용아리,4817041000,4817041022
갈전리,4817041000,4817041023
속사리,4817041000,4817041024
송백리,4817041000,4817041025
중천리,4817041000,4817041026
장사리,4817041000,4817041027
집현면,4817042000,4817042000
지내리,4817042000,4817042021
봉강리,4817042000,4817042022
사촌리,4817042000,4817042023
대암리,4817042000,4817042024
정평리,4817042000,4817042025
정수리,4817042000,4817042026
냉정리,4817042000,4817042027
장흥리,4817042000,4817042028
신당리,4817042000,4817042029
덕오리,4817042000,4817042030
미천면,4817043000,4817043000
오방리,4817043000,4817043021
향양리,4817043000,4817043022
반지리,4817043000,4817043023
벌당리,4817043000,4817043024
어옥리,4817043000,4817043025
상미리,4817043000,4817043026
미곡리,4817043000,4817043027
안간리,4817043000,4817043028
효자리,4817043000,4817043029
명석면,4817044000,4817044000
관지리,4817044000,4817044021
왕지리,4817044000,4817044022
남성리,4817044000,4817044023
덕곡리,4817044000,4817044024
계원리,4817044000,4817044025
신기리,4817044000,4817044026
외율리,4817044000,4817044027
오미리,4817044000,4817044028
가화리,4817044000,4817044029
용산리,4817044000,4817044030
우수리,4817044000,4817044031
대평면,4817045000,4817045000
대평리,4817045000,4817045021
상촌리,4817045000,4817045022
하촌리,4817045000,4817045023
당촌리,4817045000,4817045024
신풍리,4817045000,4817045025
내촌리,4817045000,4817045026
수곡면,4817046000,4817046000
자매리,4817046000,4817046021
사곡리,4817046000,4817046022
대천리,4817046000,4817046023
창촌리,4817046000,4817046024
효자리,4817046000,4817046025
원내리,4817046000,4817046026
원외리,4817046000,4817046027
원계리,4817046000,4817046028
망경동,4817051500,4817010100
주약동,4817051500,4817010200
강남동,4817051500,4817010300
칠암동,4817051500,4817010400
본성동,4817055500,4817010500
남성동,4817055500,4817010700
인사동,4817055500,4817010800
중안동,4817055500,4817011100
계동,4817055500,4817011200
봉곡동,4817055500,4817011300
동성동,4817056500,4817010600
대안동,4817056500,4817010900
평안동,4817056500,4817011000
봉래동,4817056500,4817011500
수정동,4817056500,4817011600
장대동,4817056500,4817011700
옥봉동,4817056500,4817011800
상봉동,4817059500,4817011400
상대동,4817067300,4817011900
하대동,4817067800,4817012000
상평동,4817068000,4817012100
초전동,4817069500,4817012200
장재동,4817069500,4817012300
하촌동,4817069500,4817012400
신안동,4817071000,4817012500
평거동,4817071000,4817012600
이현동,4817071000,4817012700
신안동,4817071500,4817012500
이현동,4817072000,4817012700
유곡동,4817072000,4817012800
평거동,4817073000,4817012600
판문동,4817073000,4817012900
귀곡동,4817073000,4817013000
가좌동,4817074000,4817013100
호탄동,4817074000,4817013200
충무공동,4817075000,4817013700
통영시,4822000000,4822000000
산양읍,4822025000,4822025000
영운리,4822025000,4822025021
신전리,4822025000,4822025022
미남리,4822025000,4822025023
연화리,4822025000,4822025024
삼덕리,4822025000,4822025025
남평리,4822025000,4822025026
풍화리,4822025000,4822025027
곤리리,4822025000,4822025028
추도리,4822025000,4822025029
저림리,4822025000,4822025030
연곡리,4822025000,4822025031
용남면,4822031000,4822031000
화삼리,4822031000,4822031021
동달리,4822031000,4822031022
장문리,4822031000,4822031023
삼화리,4822031000,4822031024
원평리,4822031000,4822031025
장평리,4822031000,4822031026
지도리,4822031000,4822031027
어의리,4822031000,4822031028
도산면,4822033000,4822033000
원산리,4822033000,4822033021
도선리,4822033000,4822033022
법송리,4822033000,4822033023
관덕리,4822033000,4822033024
오륜리,4822033000,4822033025
저산리,4822033000,4822033026
수월리,4822033000,4822033027
광도면,4822034000,4822034000
덕포리,4822034000,4822034021
우동리,4822034000,4822034022
노산리,4822034000,4822034023
죽림리,4822034000,4822034024
용호리,4822034000,4822034025
황리,4822034000,4822034026
안정리,4822034000,4822034027
욕지면,4822035000,4822035000
동항리,4822035000,4822035021
서산리,4822035000,4822035022
연화리,4822035000,4822035023
노대리,4822035000,4822035024
두미리,4822035000,4822035025
한산면,4822036000,4822036000
두억리,4822036000,4822036021
염호리,4822036000,4822036022
창좌리,4822036000,4822036023
하소리,4822036000,4822036024
추봉리,4822036000,4822036025
용호리,4822036000,4822036026
비진리,4822036000,4822036027
매죽리,4822036000,4822036028
사량면,4822037000,4822037000
금평리,4822037000,4822037021
돈지리,4822037000,4822037022
읍덕리,4822037000,4822037023
양지리,4822037000,4822037024
도천동,4822051000,4822010100
평림동,4822051000,4822011200
인평동,4822051000,4822011300
당동,4822051000,4822011400
서호동,4822053000,4822010200
명정동,4822053000,4822010300
평림동,4822053000,4822011200
항남동,4822055000,4822010400
중앙동,4822055000,4822010500
문화동,4822055000,4822010600
태평동,4822055000,4822010700
동호동,4822059000,4822010800
정량동,4822059000,4822010900
북신동,4822060000,4822011000
미수동,4822066500,4822011500
봉평동,4822067000,4822011600
도남동,4822067000,4822011700
무전동,4822070000,4822011100
사천시,4824000000,4824000000
사천읍,4824025000,4824025000
선인리,4824025000,4824025021
정의리,4824025000,4824025022
평화리,4824025000,4824025023
수석리,4824025000,4824025024
사주리,4824025000,4824025025
용당리,4824025000,4824025026
중선리,4824025000,4824025027
구암리,4824025000,4824025028
장전리,4824025000,4824025029
금곡리,4824025000,4824025030
두량리,4824025000,4824025031
정동면,4824031000,4824031000
고읍리,4824031000,4824031021
예수리,4824031000,4824031022
화암리,4824031000,4824031023
풍정리,4824031000,4824031024
수청리,4824031000,4824031025
대곡리,4824031000,4824031026
장산리,4824031000,4824031027
감곡리,4824031000,4824031028
학촌리,4824031000,4824031029
소곡리,4824031000,4824031030
사남면,4824032000,4824032000
죽천리,4824032000,4824032021
초전리,4824032000,4824032022
방지리,4824032000,4824032023
유천리,4824032000,4824032024
월성리,4824032000,4824032025
화전리,4824032000,4824032026
우천리,4824032000,4824032027
종천리,4824032000,4824032028
사촌리,4824032000,4824032029
계양리,4824032000,4824032030
가천리,4824032000,4824032031
용현면,4824033000,4824033000
송지리,4824033000,4824033021
선진리,4824033000,4824033022
통양리,4824033000,4824033023
신촌리,4824033000,4824033024
온정리,4824033000,4824033025
신복리,4824033000,4824033026
석계리,4824033000,4824033027
구월리,4824033000,4824033028
용치리,4824033000,4824033029
금문리,4824033000,4824033030
주문리,4824033000,4824033031
덕곡리,4824033000,4824033032
축동면,4824034000,4824034000
배춘리,4824034000,4824034021
길평리,4824034000,4824034022
사다리,4824034000,4824034023
탑리,4824034000,4824034024
반용리,4824034000,4824034025
가산리,4824034000,4824034026
구호리,4824034000,4824034027
곤양면,4824035000,4824035000
성내리,4824035000,4824035021
남문외리,4824035000,4824035022
서정리,4824035000,4824035023
송전리,4824035000,4824035024
대진리,4824035000,4824035025
